"BehaviorSpace results (NetLogo 6.2.0)"
"TECSecurityUI-V2021-05-28.nlogo"
"info_exchange_5_7_9"
"06/06/2021 13:21:08:226 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","co2-tax-increase-rate","information-exchange-period","Insulation-Inputting","rewire-prob","no-of-neighborhoods","number-of-links","neighborhood-size","Value-Inputting","climate-change-scenario","gas-price-increase-scenario","annual-subsidy-budget","percentage-loss-per-svo","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household"
"136","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.606","0.548","61.33980960023226","26.57441528563197","0.08720346850905686","132.23989497505661"
"137","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.606","0.5337142857142854","60.51161336095832","26.028011581954445","0.08989635814558028","130.08052109105688"
"138","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.656","0.5354285714285716","62.20586508182973","25.45693456007094","0.08425313490224512","131.8996983733836"
"139","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.608","0.5302857142857142","58.115635645747425","28.562964221411296","0.06561983788379848","130.77268514708635"
"140","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5820000000000001","0.5517142857142856","60.31468062790184","26.240218550157827","0.08244187683745424","130.2640701616634"
"141","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","44.2","0.626","0.5188571428571431","55.45620024548035","31.449309987385057","0.08125575170254394","130.82358060086955"
"142","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","39.4","0.604","0.5500000000000003","61.81499092325116","25.583764898975257","0.09725990133640892","131.27083546533538"
"143","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6500000000000001","0.5248571428571425","61.30092210205473","25.475742246224687","0.08677354994516123","130.49581463601714"
"145","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.594","0.5405714285714285","60.66612473873947","26.103575125608643","0.07863928847067428","130.66125107582442"
"146","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6420000000000001","0.5245714285714285","61.222154612246634","25.798880032126448","0.0934303269066362","130.73036766821642"
"144","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.634","0.5268571428571427","58.29325691408129","28.74392879719033","0.08015376643516277","131.0255037982807"
"147","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","56.2","0.564","0.5354285714285711","57.0322725503627","30.97672833899205","0.07628448740014733","132.62962868453667"
"149","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6359999999999999","0.5179999999999998","60.967974619653134","25.404269727837058","0.07937259264104597","130.01353949638548"
"148","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6020000000000001","0.5339999999999998","57.625961913784614","29.43106374334405","0.08206557214136155","131.02857528336372"
"150","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","44.2","0.6","0.5425714285714287","55.2726673445029","31.799245810473405","0.09047440333991973","130.92211270701105"
